Name,NumberOfNumericFeatures,PercentageOfNumericFeatures,MinMeansOfNumericAtts,MinStdDevOfNumericAtts,MinKurtosisOfNumericAtts,MinSkewnessOfNumericAtts,MeanMeansOfNumericAtts,MeanStdDevOfNumericAtts,MeanKurtosisOfNumericAtts,MeanSkewnessOfNumericAtts,MaxMeansOfNumericAtts,MaxStdDevOfNumericAtts,MaxKurtosisOfNumericAtts,MaxSkewnessOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3StdDevOfNumericAtts,Quartile1KurtosisOfNumericAtts,Quartile2KurtosisOfNumericAtts,Quartile3KurtosisOfNumericAtts,Quartile1SkewnessOfNumericAtts,Quartile2SkewnessOfNumericAtts,Quartile3SkewnessOfNumericAtts,NumberOfSymbolicFeatures,NumberOfBinaryFeatures,PercentageOfSymbolicFeatures,PercentageOfBinaryFeatures,MinAttributeEntropy,MeanAttributeEntropy,MaxAttributeEntropy,Quartile1AttributeEntropy,Quartile2AttributeEntropy,Quartile3AttributeEntropy,MinMutualInformation,MeanMutualInformation,MaxMutualInformation,Quartile1MutualInformation,Quartile2MutualInformation,Quartile3MutualInformation,EquivalentNumberOfAtts,MeanNoiseToSignalRatio,MinNominalAttDistinctValues,MeanNominalAttDistinctValues,MaxNominalAttDistinctValues,StdvNominalAttDistinctValues,NumberOfInstances,NumberOfFeatures,Dimensionality,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfClasses,ClassEntropy,MinorityClassSize,MajorityClassSize,MinorityClassPercentage,MajorityClassPercentage
analcatdata_authorship (1),70.0,98.59154929577466,0.4447086801426868,0.8045103166246655,-0.7902615862988753,-0.04070892060728835,10.12524205877357,5.3565260839463535,2.359129460351526,1.1147021119329887,77.36028537455404,31.07172642090568,21.231717234335747,4.087186736805094,3.1272294887039336,5.030915576694409,11.93638525564807,2.520372968046287,3.902639766596527,6.2079341685674265,0.3616781435065046,1.4141229803280546,2.442383650027078,0.7038172484296433,1.0322539044597914,1.339734579743372,1.0,0.0,1.4084507042253522,0.0,,,,,,,,,,,,,,,4.0,4.0,4.0,0.0,841.0,71.0,0.08442330558858502,0.0,0.0,0.0,0.0,4.0,1.787416049226166,55.0,317.0,6.539833531510108,37.69322235434007
analcatdata_authorship (2),70.0,98.59154929577466,0.4447086801426868,0.8045103166246655,-0.7902615862988753,-0.04070892060728835,10.12524205877357,5.3565260839463535,2.359129460351526,1.1147021119329887,77.36028537455404,31.07172642090568,21.231717234335747,4.087186736805094,3.1272294887039336,5.030915576694409,11.93638525564807,2.520372968046287,3.902639766596527,6.2079341685674265,0.3616781435065046,1.4141229803280546,2.442383650027078,0.7038172484296433,1.0322539044597914,1.339734579743372,1.0,1.0,1.4084507042253522,1.4084507042253522,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,841.0,71.0,0.08442330558858502,0.0,0.0,0.0,0.0,2.0,0.955846502312438,317.0,524.0,37.69322235434007,62.306777645659935
analcatdata_bankruptcy (1),5.0,71.42857142857143,-52.93600000000001,5.42503805896553,1.5242492225447286,-2.3049941013309008,-2.5883520000000004,37.44842488135768,8.450045797531713,0.06994257537054692,39.794000000000004,90.07368131316784,25.87974722829175,4.6537614379216015,-30.279,3.00424,22.305999999999997,16.018246237366302,30.862938675269884,62.17134662839295,2.526352573557578,4.482458967371231,16.35753243658609,-2.0289423136056066,-1.4680707827450674,2.9378341434045074,2.0,1.0,28.57142857142857,14.285714285714285,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,50.0,7.0,0.14,0.0,0.0,0.0,0.0,2.0,1.0,25.0,25.0,50.0,50.0
analcatdata_birthday (2),1.0,25.0,9132.161643835618,817.8820871096715,-0.6871029016492933,-0.3314455547211882,9132.161643835618,817.8820871096715,-0.6871029016492933,-0.3314455547211882,9132.161643835618,817.8820871096715,-0.6871029016492933,-0.3314455547211882,9132.161643835618,9132.161643835618,9132.161643835618,817.8820871096715,817.8820871096715,817.8820871096715,-0.6871029016492933,-0.6871029016492933,-0.6871029016492933,-0.3314455547211882,-0.3314455547211882,-0.3314455547211882,3.0,1.0,75.0,25.0,3.4172825640532025,4.183275992051754,4.949269420050305,3.4172825640532025,4.183275992051754,4.949269420050305,0.00112922616951,0.009934040590185,0.018738855010860003,0.00112922616951,0.009934040590185,0.018738855010860003,60.167944277438316,420.1051841468114,2.0,14.666666666666668,31.0,14.84362938547488,365.0,4.0,0.010958904109589041,30.0,2.054794520547945,30.0,8.21917808219178,2.0,0.5977108006800617,53.0,312.0,14.52054794520548,85.4794520547945
analcatdata_bondrate (1),4.0,33.33333333333333,16569.947368421053,2094.432197356436,-0.16259574493510742,0.07721512007614457,607880.1765350879,788385.2172720972,3.9015280015337432,1.2828319970010231,2315386.25,3137984.791869482,14.352345493263488,3.5746987110845514,23508.36403508772,49782.25438596492,1750349.9111842103,2920.391772026285,6730.82251077534,2355504.43753349,0.02967016950931445,0.7081811289032955,10.966732706188619,0.20141980926945627,0.7397070784216985,2.907369103311916,8.0,1.0,66.66666666666666,8.333333333333332,0.8314743880097293,1.949267104502284,2.9935181238694586,0.9394160576852716,2.099256682617136,2.7709046327097067,0.06341749890930001,0.27033539227226666,0.41495113227637,0.075135035488995,0.32629818140253003,0.412742642039575,6.221690518952286,6.2105508942724414,2.0,5.571428571428571,10.0,2.9920529661723827,57.0,12.0,0.21052631578947367,1.0,0.14619883040935672,1.0,1.7543859649122806,5.0,1.6819431470376087,1.0,33.0,1.7543859649122806,57.89473684210528
analcatdata_bondrate (2),4.0,33.33333333333333,16569.947368421053,2094.432197356436,-0.16259574493510742,0.07721512007614457,607880.1765350879,788385.2172720972,3.9015280015337432,1.2828319970010231,2315386.25,3137984.791869482,14.352345493263488,3.5746987110845514,23508.36403508772,49782.25438596492,1750349.9111842103,2920.391772026285,6730.82251077534,2355504.43753349,0.02967016950931445,0.7081811289032955,10.966732706188619,0.20141980926945627,0.7397070784216985,2.907369103311916,8.0,2.0,66.66666666666666,16.666666666666664,0.8314743880097293,1.949267104502284,2.9935181238694586,0.9394160576852716,2.099256682617136,2.7709046327097067,0.00827023383277,0.10180686410008,0.19537119289679009,0.024517268576455,0.12013005959150501,0.15159781712186748,9.645133415550577,18.14671590892025,2.0,5.1428571428571415,10.0,3.28778402720188,57.0,12.0,0.21052631578947367,1.0,0.14619883040935672,1.0,1.7543859649122806,2.0,0.9819407868640976,24.0,33.0,42.105263157894726,57.89473684210528
analcatdata_boxing1 (1),0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,100.0,50.0,0.8812908992306927,2.596060498279737,3.584962500721156,0.8812908992306927,3.3219280948873617,3.584962500721156,0.04192163930876,0.19056425928619333,0.43467133309471995,0.04192163930876,0.09509980545510001,0.43467133309471995,4.901590984974199,12.62301885990552,2.0,6.5,12.0,5.259911279353167,120.0,4.0,0.03333333333333333,0.0,0.0,0.0,0.0,2.0,0.934068055375491,42.0,78.0,35.0,65.0
analcatdata_boxing2 (1),0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,100.0,50.0,0.8453509366224365,2.629915018660297,3.584962500721156,0.8453509366224365,3.459431618637298,3.584962500721156,0.00948696127983,0.15521031899899668,0.43262183584486996,0.00948696127983,0.02352215987229,0.43262183584486996,6.416171760832177,15.944202135666618,2.0,6.75,12.0,5.5,132.0,4.0,0.030303030303030307,0.0,0.0,0.0,0.0,2.0,0.9958560657511164,61.0,71.0,46.21212121212121,53.78787878787878
analcatdata_broadwaymult (1),3.0,37.5,2.9677425806451616,1.239888951814703,-1.4802830028278906,-0.6564519517017497,27.33450902871323,7.081738683385093,-1.135921883616273,-0.07535829498197905,75.86549450549452,18.69292048656565,-0.5838720931912555,0.2858170873557239,2.9677425806451616,3.17029,75.86549450549452,1.239888951814703,1.3124066117749271,18.69292048656565,-1.4802830028278906,-1.3436105548296726,-0.5838720931912555,-0.6564519517017497,0.1445599794000887,0.2858170873557239,5.0,1.0,62.5,12.5,0.9864497419502244,2.601224878946244,6.569855608330947,1.0557452226583304,1.4242970827519017,5.3236323314285,0.01779969570981,0.4821117351789526,1.27719446087724,0.033931333504295,0.31672639206438,1.0956774799681823,5.134211072512612,4.395481356579527,2.0,22.0,95.0,40.85339643163099,285.0,8.0,0.02807017543859649,27.0,1.1842105263157896,18.0,6.315789473684211,7.0,2.4752634089440466,21.0,118.0,7.368421052631577,41.40350877192983
analcatdata_broadwaymult (2),3.0,37.5,2.9677425806451616,1.239888951814703,-1.4802830028278906,-0.6564519517017497,27.33450902871323,7.081738683385093,-1.135921883616273,-0.07535829498197905,75.86549450549452,18.69292048656565,-0.5838720931912555,0.2858170873557239,2.9677425806451616,3.17029,75.86549450549452,1.239888951814703,1.3124066117749271,18.69292048656565,-1.4802830028278906,-1.3436105548296726,-0.5838720931912555,-0.6564519517017497,0.1445599794000887,0.2858170873557239,5.0,2.0,62.5,25.0,0.9864497419502244,2.601224878946244,6.569855608330947,1.0557452226583304,1.4242970827519017,5.3236323314285,0.00230598098746,0.1176676221310825,0.28760721982858,0.0052678302727075,0.090378643854145,0.257356392266395,8.31639778725725,21.106547509292426,2.0,21.0,95.0,41.37027918687521,285.0,8.0,0.02807017543859649,27.0,1.1842105263157896,18.0,6.315789473684211,2.0,0.9785707523227568,118.0,167.0,41.40350877192983,58.596491228070185
analcatdata_broadway (1),3.0,30.0,2.967742580645161,1.2443731941256548,-1.4905302687843882,-0.6638323358371213,27.33450902871323,7.1078680574322215,-1.133144202460033,-0.0762351145046031,75.86549450549452,18.762025788735922,-0.5602252867301023,0.28895981746525584,2.967742580645161,3.17029,75.86549450549452,1.2443731941256548,1.3172051894350876,18.762025788735922,-1.4905302687843882,-1.3486770518656075,-0.5602252867301023,-0.6638323358371213,0.14616717485805605,0.28895981746525584,7.0,1.0,70.0,10.0,0.9864497419502244,1.4536841205465845,2.4667809985349347,1.014305825692301,1.1807528708505894,2.1659936650968628,0.04701610017604,0.19093847806334,0.29273275466073,0.073806273402305,0.212002528708295,0.28700663207941995,6.9507819457274005,6.613363923767916,2.0,4.2,7.0,1.9235384061671343,95.0,10.0,0.10526315789473684,9.0,0.9473684210526316,6.0,6.315789473684211,5.0,1.3271717260673308,1.0,68.0,1.0526315789473684,71.57894736842105
analcatdata_broadway (2),3.0,30.0,2.967742580645161,1.2443731941256548,-1.4905302687843882,-0.6638323358371213,27.33450902871323,7.1078680574322215,-1.133144202460033,-0.0762351145046031,75.86549450549452,18.762025788735922,-0.5602252867301023,0.28895981746525584,2.967742580645161,3.17029,75.86549450549452,1.2443731941256548,1.3172051894350876,18.762025788735922,-1.4905302687843882,-1.3486770518656075,-0.5602252867301023,-0.6638323358371213,0.14616717485805605,0.28895981746525584,7.0,2.0,70.0,20.0,0.9864497419502244,1.4283816416507338,2.4667809985349347,1.0421619094343777,1.2636316647826482,1.8969763623011329,0.0006842200627,0.25126639714672,0.86112470555793,0.025798540773569998,0.16184453257349998,0.52144518580648,3.427138349323726,4.684730062876931,2.0,3.8333333333333335,7.0,1.940790217067952,95.0,10.0,0.10526315789473684,9.0,0.9473684210526316,6.0,6.315789473684211,2.0,0.8611247055579297,27.0,68.0,28.421052631578945,71.57894736842105
analcatdata_challenger (1),1.0,16.666666666666664,69.56521739130434,7.0570795334544725,0.29312540114458496,-0.653705820713026,69.56521739130434,7.0570795334544725,0.29312540114458496,-0.653705820713026,69.56521739130434,7.0570795334544725,0.29312540114458496,-0.653705820713026,69.56521739130434,69.56521739130434,69.56521739130434,7.0570795334544725,7.0570795334544725,7.0570795334544725,0.29312540114458496,0.29312540114458496,0.29312540114458496,-0.653705820713026,-0.653705820713026,-0.653705820713026,5.0,1.0,83.33333333333334,16.666666666666664,0.0,0.7339959239921748,1.2142952630807209,0.0,0.9876925088958034,1.2142952630807209,0.0,0.07577958802102999,0.12046415259189999,0.0,0.10687461147119001,0.12046415259189999,15.165426357258012,8.685931834156708,1.0,2.25,3.0,0.957427107756338,23.0,6.0,0.2608695652173913,0.0,0.0,0.0,0.0,3.0,1.1492297615162819,2.0,16.0,8.695652173913043,69.56521739130434
analcatdata_challenger (2),1.0,33.33333333333333,69.56521739130434,6.927103777244656,0.02731301432199551,-0.6170030441419346,69.56521739130434,6.927103777244656,0.02731301432199551,-0.6170030441419346,69.56521739130434,6.927103777244656,0.02731301432199551,-0.6170030441419346,69.56521739130434,69.56521739130434,69.56521739130434,6.927103777244656,6.927103777244656,6.927103777244656,0.02731301432199551,0.02731301432199551,0.02731301432199551,-0.6170030441419346,-0.6170030441419346,-0.6170030441419346,2.0,1.0,66.66666666666666,33.33333333333333,1.2142952630807209,1.2142952630807209,1.2142952630807209,1.2142952630807209,1.2142952630807209,1.2142952630807209,0.01781757480413,0.01781757480413,0.01781757480413,0.01781757480413,0.01781757480413,0.01781757480413,19.521002010354486,67.15154567496218,2.0,2.5,3.0,0.7071067811865476,138.0,3.0,0.021739130434782608,0.0,0.0,0.0,0.0,2.0,0.3478169135710633,9.0,129.0,6.521739130434782,93.47826086956522
analcatdata_chlamydia (2),0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,4.0,2.0,100.0,50.0,1.0,2.2146187299249083,3.3219280948873617,1.0,2.3219280948873617,3.3219280948873617,0.023417840993909998,0.15481268965329334,0.27225269171097,0.023417840993909998,0.16876753625500002,0.27225269171097,4.531097944586191,13.305149887161052,2.0,4.75,10.0,3.7749172176353762,100.0,4.0,0.04,0.0,0.0,0.0,0.0,2.0,0.7014714598838974,19.0,81.0,19.0,81.0
analcatdata_creditscore (1),3.0,42.857142857142854,3.3693,1.6290129967051656,-0.061751586567265086,0.6465001825710366,74.82413333333334,101.23405940045696,6.348070081909312,1.9396714000907127,189.0231,294.24459798923834,14.526930199689447,3.2908179258774464,3.3693,32.08,189.0231,1.6290129967051656,7.8285672154273955,294.24459798923834,-0.061751586567265086,4.579031632605748,14.526930199689447,0.6465001825710366,1.8816960918236552,3.2908179258774464,4.0,3.0,57.14285714285714,42.857142857142854,0.28639695711595625,0.7441510442757796,1.0033729864558905,0.28639695711595625,0.9426831892554922,1.0033729864558905,0.00082951144873,0.05067447392399667,0.13292817673082002,0.00082951144873,0.01826573359244,0.13292817673082002,16.605295941902305,13.684928853763394,2.0,3.0,6.0,2.0,100.0,7.0,0.07,0.0,0.0,0.0,0.0,2.0,0.8414646362081757,27.0,73.0,27.0,73.0
analcatdata_cyyoung8092 (1),7.0,63.63636363636363,0.5965567010309278,0.16469257782002025,-1.8044384623316616,-0.9491608034661932,332.0254580265096,25.509447604043498,-0.7200366661572135,-0.0203217971770086,1986.4639175257728,83.10066143702755,0.9101634214556679,0.7808779753981469,2.756907216494845,19.0,175.6082474226804,0.691644117340375,7.972851809696543,64.13536412363679,-1.7058223788950893,-1.0638322439395984,0.3324272494196925,-0.14279114242073762,-0.026634937479918942,0.2234061341320364,4.0,3.0,36.36363636363637,27.27272727272727,0.9999233329473268,2.568891690037259,5.7068284042171245,0.9999233329473268,0.9999233329473268,5.7068284042171245,2.5206988079999997e-05,0.2532091337231567,0.6500014472037701,2.5206988079999997e-05,0.10960074697762,0.6500014472037701,3.187750550544508,9.145335803114936,2.0,17.0,62.0,30.0,97.0,11.0,0.1134020618556701,0.0,0.0,0.0,0.0,2.0,0.8071675554288905,24.0,73.0,24.74226804123711,75.25773195876289
analcatdata_cyyoung9302 (1),6.0,54.54545454545454,0.6262832608695652,0.19518978607796555,-1.8852152079881528,-1.0441255736416124,57.84371025362319,33.43141612538051,-0.9046432624177284,-0.09091804228138604,160.37576086956526,87.659122259131,0.9403328592962048,0.6783197338230272,2.4028208152173915,16.179347826086953,153.12383152173913,0.6272952287675604,15.349740447823011,82.86231064110574,-1.8626277249691336,-1.1099068496554598,-0.07096550708147975,-0.43708319668825657,-0.11133130369617256,0.3778518818755709,5.0,3.0,45.45454545454545,27.27272727272727,0.9914606013843206,1.7127303761676236,3.1470714554494106,0.9914606013843206,0.9996590716691398,3.1470714554494106,0.0010388707138700001,0.05257748800115333,0.14181890797797,0.0010388707138700001,0.014874685311620001,0.14181890797797,13.975208404719947,31.575355751686978,2.0,3.75,9.0,3.5,92.0,11.0,0.11956521739130435,0.0,0.0,0.0,0.0,2.0,0.7347813522127804,19.0,73.0,20.65217391304348,79.34782608695652
analcatdata_dmft (1),0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,100.0,20.0,0.9995900071849526,2.016975283182629,3.083002700297088,1.1087927619842357,1.9926542126242377,2.9494788749394134,0.00469017722262,0.0418708656645075,0.061658791050930015,0.014714939644734996,0.05056724719224,0.0603304101565475,61.62421451844615,47.17132990141042,2.0,5.4,9.0,2.8809720581775866,797.0,5.0,0.006273525721455458,0.0,0.0,0.0,0.0,6.0,2.5802592077826514,123.0,155.0,15.432873274780428,19.44792973651192
