"Name","Runs","NumberOfInstances","NumberOfFeatures","NumberOfClasses","NumberOfMissingValues","NumberOfNumericFeatures","CfsSubsetEval_NaiveBayesErrRate","MaxMeansOfNumericAtts","NaiveBayesErrRate","Quartile3SkewnessOfNumericAtts","NumberOfSymbolicFeatures","MinAttributeEntropy","RandomTreeDepth2AUC","Quartile1MutualInformation","MinMeansOfNumericAtts","MaxMutualInformation","RandomTreeDepth3Kappa","PercentageOfSymbolicFeatures","REPTreeDepth2AUC","J48.001.ErrRate","Dimensionality","Quartile3MutualInformation","Quartile2KurtosisOfNumericAtts","MaxSkewnessOfNumericAtts","CfsSubsetEval_DecisionStumpKappa","J48.0001.ErrRate","J48.00001.Kappa","RandomTreeDepth2ErrRate","Quartile1KurtosisOfNumericAtts","PercentageOfBinaryFeatures","Quartile1AttributeEntropy","MajorityClassPercentage","REPTreeDepth2ErrRate","Quartile1MeansOfNumericAtts","MaxAttributeEntropy","MinMutualInformation","CfsSubsetEval_NaiveBayesKappa","Quartile2MeansOfNumericAtts","Quartile2AttributeEntropy","StdvNominalAttDistinctValues","Quartile1SkewnessOfNumericAtts","Quartile1StdDevOfNumericAtts","MajorityClassSize","MinorityClassSize","EquivalentNumberOfAtts","Quartile2StdDevOfNumericAtts","Quartile3StdDevOfNumericAtts","MaxStdDevOfNumericAtts","RandomTreeDepth2Kappa","MeanStdDevOfNumericAtts","RandomTreeDepth3ErrRate","Quartile2SkewnessOfNumericAtts","PercentageOfNumericFeatures","MeanNoiseToSignalRatio","NumberOfBinaryFeatures","REPTreeDepth1AUC","REPTreeDepth1ErrRate","MaxKurtosisOfNumericAtts","REPTreeDepth2Kappa","NumberOfInstancesWithMissingValues","NaiveBayesKappa","CfsSubsetEval_NaiveBayesAUC","Quartile3AttributeEntropy","REPTreeDepth3Kappa","MinNominalAttDistinctValues","kNN1NAUC","J48.001.Kappa","MinKurtosisOfNumericAtts","DecisionStumpErrRate","MinStdDevOfNumericAtts","MeanAttributeEntropy","MeanSkewnessOfNumericAtts","DecisionStumpAUC","MinSkewnessOfNumericAtts","AutoCorrelation","J48.00001.AUC","REPTreeDepth1Kappa","RandomTreeDepth3AUC","MinorityClassPercentage","MaxNominalAttDistinctValues","PercentageOfInstancesWithMissingValues","MeanMeansOfNumericAtts","REPTreeDepth3AUC","Quartile3KurtosisOfNumericAtts","J48.0001.Kappa","CfsSubsetEval_DecisionStumpErrRate","J48.00001.ErrRate","RandomTreeDepth1Kappa","Quartile3MeansOfNumericAtts","RandomTreeDepth1AUC","CfsSubsetEval_kNN1NErrRate","DecisionStumpKappa","kNN1NErrRate","kNN1NKappa","MeanKurtosisOfNumericAtts","J48.001.AUC","CfsSubsetEval_kNN1NAUC","NaiveBayesAUC","PercentageOfMissingValues","MeanMutualInformation","Quartile2MutualInformation","CfsSubsetEval_DecisionStumpAUC","RandomTreeDepth1ErrRate","ClassEntropy","CfsSubsetEval_kNN1NKappa","REPTreeDepth3ErrRate","J48.0001.AUC","MeanNominalAttDistinctValues"
"diabetes (1)","198483","768","9","2","0","8","0.26953125","120.89453125","0.24088541666666666","1.722332475016523","1","","0.6644477611940298","","0.4718763020833333","","0.32719605630456744","11.11111111111111","0.7629141791044775","","0.01171875","","1.9668008946784574","2.272250858431569","0.38164732240097077","","","0.3072916666666667","0.2796097882539714","11.11111111111111","","65.10416666666666","0.2825520833333333","8.017903645833334","","","0.38164732240097077","32.61673177083334","","0","-0.29439306721970576","4.4982236271180085","500","268","","13.856224554203179","28.81841543901336","115.24400235133837","0.32719605630456744","25.7337429754516","0.3072916666666667","0.5377137404718786","88.88888888888889","","1","0.7629141791044775","0.2825520833333333","7.214259554348853","0.3517752123720321","0","0.45812356979405044","0.7186641791044776","","0.3517752123720321","2","0.6434029850746269","","-0.5200718661530077","0.2721354166666667","0.3313285950127748","","0.5292461289375233","0.7111194029850746","-1.8436079833551307","0.5501955671447197","","0.3517752123720321","0.6644477611940298","34.89583333333333","2","0","44.98579117838542","0.7629141791044775","5.491254286007905","","0.26953125","","0.32719605630456744","77.1259765625","0.6644477611940298","0.26953125","0.39105890922334524","0.3098958333333333","0.2960315504067045","2.775362395442404","","0.7186641791044776","0.8082686567164178","0","","","0.7186641791044776","0.3072916666666667","0.9331343166407831","0.38164732240097077","0.2825520833333333","","2"
"hill-valley (1)","182940","1212","101","2","0","100","0.5","8315.012442244224","0.485973597359736","3.0343913226514525","1","","0.5396039603960396","","8089.071014851485","","0.07920792079207928","0.9900990099009901","0.5291161541896764","","0.08333333333333333","","9.460293755502239","3.1683960782890757","0","","","0.4603960396039604","9.215585495470773","0.9900990099009901","","50","0.47194719471947194","8140.36787128713","","","0","8169.533242574258","","0","2.969336139354732","17868.730202868283","606","606","","17981.702160501838","18115.644855398627","18604.50732991915","0.07920792079207928","18000.312937840914","0.4603960396039604","2.997615979012143","99.00990099009901","","1","0.5291161541896764","0.47194719471947194","11.469108762047652","0.05610561056105601","0","0.028052805280528004","0.5","","0.05610561056105601","2","0.5478547854785478","","8.821395553031167","0.49257425742574257","17668.983863521797","","3.004676288304383","0.5118738358984414","2.921028726972854","0.509496284062758","","0.05610561056105601","0.5396039603960396","50","2","0","8174.051207590759","0.5291161541896764","9.907348386013412","","0.5","","0.07920792079207928","8198.979294554456","0.5396039603960396","0.5","0.014851485148514865","0.4521452145214521","0.09570957095709565","9.587345867784956","","0.5","0.5140686098312802","0","","","0.5","0.4603960396039604","1","0","0.47194719471947194","","2"
"ozone-level-8hr (1)","182245","2534","73","2","0","72","","10164.198441985003","","0.5116487297426875","1","","","","-10.511409688239937","","","1.36986301369863","","","0.028808208366219414","","0.2058839276126998","7.37646091154844","","","","","-0.260168431307105","1.36986301369863","","93.68587213891081","","1.8374475797158643","","","","4.815862994080504","","0","-0.6536046299943934","1.1660936206969923","2374","160","","6.228337109415218","7.043592907600336","77.4101100876053","","7.570160866371553","","0.0471494119269262","98.63013698630137","","1","","","77.65898710476209","","0","","","","","2","","","-0.9765331961089503","","0.24285789396290183","","0.08595601481421308","","-1.3083589753871372","0.9155151993683379","","","","6.3141278610891876","2","0","296.494606499841","","1.0593317075159525","","","","","20.78420038506314","","","","","","1.4930547521290494","","","","0","","","","","0.3397904253160801","","","","2"
"kc2 (1)","172961","522","22","2","0","21","","18542.991628352487","","12.276348915524732","1","","","","0.18896551724137942","","","4.545454545454546","","","0.0421455938697318","","139.5503968851246","16.788705242312474","","","","","43.9805869639595","4.545454545454546","","79.50191570881226","","3.048659003831412","","","","9.735287356321844","","0","5.476205868149483","6.512591752285926","415","107","","21.942778727265353","116.69468060040823","113271.21645142234","","5875.729587941182","","10.083296475235246","95.45454545454545","","1","","","321.2559116074304","","0","","","","","2","","","1.99185469826576","","0.27560890469343136","","8.953093281768092","","1.0464801419245156","0.9942418426103646","","","","20.49808429118774","2","0","977.893699142492","","199.21320016550885","","","","","47.31743295019163","","","","","","130.1084304346329","","","","0","","","","","0.7317786193052257","","","","2"
"eeg-eye-state (1)","164913","14980","15","2","0","14","","4644.02237917223","","122.34170603745707","1","","","","4009.767693591455","","","6.666666666666667","","","0.0010013351134846463","","9352.695219763142","122.38777688436316","","","","","2713.5598368066608","6.666666666666667","","55.12016021361815","","4193.079256508679","","","","4271.6276034712955","","0","22.475026893669664","37.98467230942155","8257","6723","","627.1558153704191","3343.823788627256","5891.2850425236575","","1767.2884824189532","","84.61113200877784","93.33333333333333","","1","","","14979.178735371073","","0","","","","","2","","","2056.5210594418404","","29.292603201776053","","71.73726620900297","","-13.615160740498586","0.9984645169904534","","","","44.879839786381844","2","0","4316.882028546157","","14971.654606997874","","","","","4466.12820822263","","","","","","8904.72190163755","","","","0","","","","","0.992422373387609","","","","2"
"climate-model-simulation-crashes (1)","162117","540","21","2","0","20","0.12407407407407407","270.5","0.11296296296296296","0.00022432368868179764","1","","0.7119785249075867","","0.49991312962962964","","0.015584786960251526","4.761904761904762","0.5","","0.03888888888888889","","-1.2000380490180411","0.0012744626927465666","0","","","0.08518518518518518","-1.2003522090294787","4.761904761904762","","91.48148148148148","0.08518518518518518","0.4999884736111111","","","0.19599999999999984","0.5000378435185185","","0","-0.0005153759173966274","0.2888720329245821","494","46","","0.2889571904508761","0.28905349227630434","156.02884348735012","0","10.68834999351379","0.09444444444444444","-4.740482397644439e-7","95.23809523809523","","1","0.5","0.08518518518518518","-1.1986607611256725","0","0","0.29603351000171013","0.7977248723816229","","0","2","0.5168984333744059","","-1.5027881040892246","0.08518518518518518","0.28881336863616464","","0.000029030687163888838","0.7504180602006689","-0.0008327136643549017","0.8385899814471243","","0","0.7518482661503256","8.518518518518519","2","0","18.575018532685185","0.5","-1.199550675223653","","0.08518518518518518","","0","0.5001074129629629","0.6632855131138884","0.12777777777777777","0","0.14444444444444443","0.035184167124793705","-1.2151730419773643","","0.629180602006689","0.8509945432142227","0","","","0.7504180602006689","0.08518518518518518","0.42019103708517647","0.21867136386512342","0.08518518518518518","","2"
"spambase (1)","156278","4601","58","2","0","57","","283.28928493805716","","13.646188094980591","1","","","","0.005444468593783957","","","1.7241379310344827","","","0.012605955227124538","","127.37652934849572","31.062064279039635","","","","","50.655931063002996","1.7241379310344827","","60.59552271245382","","0.06479352314714121","","","","0.10285155400999912","","0","5.8507230150661425","0.31695822185668954","2788","1813","","0.4440553289821315","0.8437450862048406","606.3478507248471","","15.193997694546747","","9.724847529978312","98.27586206896551","","1","","","1480.6420502862907","","0","","","","","2","","","5.257394367988116","","0.07627427063724908","","11.186639096029253","","1.5916742687064245","0.9997826086956522","","","","39.404477287546186","2","0","6.150770191072139","","299.0723734257733","","","","","0.24413062377743908","","","","","","241.1700186517731","","","","0","","","","","0.9673602371807668","","","","2"
"kc1 (1)","154519","2109","22","2","0","21","0.15647226173541964","5242.386239924155","0.17449027975343764","4.706421340727173","1","","0.6404083900780722","","0.08673779042200101","","0.3113191316041728","4.545454545454546","0.7649357084117553","","0.010431484115694643","","22.422776708097334","8.789034149895826","0.2604340674054145","","","0.1763869132290185","12.284905644252186","4.545454545454546","","84.54243717401611","0.14414414414414414","1.7170222854433477","","","0.2604340674054145","7.631673779042244","","0","2.869811695669978","3.2305652323985976","1783","326","","7.863645549059788","41.92522717121333","17444.98121137856","0.3113191316041728","915.455014376506","0.1763869132290185","3.7371013785570546","95.45454545454545","","1","0.7649357084117553","0.14414414414414414","103.07904520134113","0.18493789806892894","0","0.3008403119099438","0.7072599430889553","","0.18493789806892894","2","0.7470447488121043","","1.2413950208681674","0.15457562825983878","0.17550652636316466","","4.203178136828403","0.7123747114018215","1.1407658504141103","0.9990512333965844","","0.18493789806892894","0.6404083900780722","15.457562825983878","2","0","285.0969166158651","0.7649357084117553","36.53033082841476","","0.15647226173541964","","0.3113191316041728","26.141894262683927","0.6404083900780722","0.15647226173541964","0","0.1512565196775723","0.3504547881404616","31.853391931073038","","0.7072599430889553","0.7895503283577173","0","","","0.7072599430889553","0.1763869132290185","0.6211733422333798","0.2604340674054145","0.14414414414414414","","2"
"ilpd (1)","152849","583","11","2","0","9","0.3259005145797599","290.5763293310462","0.43567753001715265","5.728332961583485","2","0.8009231574877496","0.5996372639336711","0.00477057255121","0.9470639039451115","0.00477057255121","0.20515708358032014","18.181818181818183","0.6079715568862275","","0.018867924528301886","0.00477057255121","11.352528764019535","10.54617721691246","0.14779196799507618","","","0.3156089193825043","-0.07743311078942616","18.181818181818183","0.8009231574877496","71.35506003430532","0.30360205831903947","2.313979416809606","0.8009231574877496","0.00477057255121","0.14779196799507618","6.483190394511149","0.8009231574877496","0","-0.03653502062858911","0.9404851449937466","416","167","181.12929170935587","6.209521726180145","212.77917260677316","288.9185290517341","0.20515708358032014","82.43157657369557","0.3156089193825043","3.212402862087732","81.81818181818183","166.88826684641967","2","0.6079715568862275","0.30360205831903947","150.9198836440821","0.034000168503038","0","0.24145314468952656","0.6042722247812068","0.8009231574877496","0.034000168503038","2","0.5985720865960387","","-0.5600656409430136","0.2864493996569468","0.31849195945867437","0.8009231574877496","3.2908126195510525","0.6296637494242284","-0.2856721864357383","0.6134020618556701","","0.034000168503038","0.5996372639336711","28.644939965694682","2","0","60.14487102267959","0.6079715568862275","43.871620582676755","","0.3259005145797599","","0.20515708358032014","95.31217838764996","0.5996372639336711","0.3259005145797599","0","0.3687821612349914","0.17342046780926257","30.04207633619092","","0.6042722247812068","0.7150087195315136","0","0.00477057255121","0.00477057255121","0.6042722247812068","0.3156089193825043","0.8640904272487622","0.14779196799507618","0.30360205831903947","","2"
"pc1 (1)","145932","1109","22","2","0","21","","28822.882380522995","","8.41665120804005","1","","","","0.12941388638412984","","","4.545454545454546","","","0.019837691614066726","","90.71651180753848","18.550221072780662","","","","","56.28845420032504","4.545454545454546","","93.05680793507665","","4.008746618575299","","","","15.396266907123536","","0","5.650796484562278","7.292111258862489","1032","77","","16.54067599865951","99.00596250867234","170643.60332778358","","8678.609588564534","","7.428331461257432","95.45454545454545","","1","","","410.48838673995436","","0","","","","","2","","","13.730107138742545","","0.1469519403318078","","8.008505554819505","","2.1722108126029522","0.9981949458483754","","","","6.943192064923355","2","0","1500.9949675812618","","113.15687940288026","","","","","58.69765554553661","","","","","","116.04528058633095","","","","0","","","","","0.3638001053192342","","","","2"
"one-hundred-plants-shape (1)","142962","1600","65","100","0","64","","0.000736605625","","2.0143416144404758","1","","","","0.000540908125","","","1.5384615384615385","","","0.040625","","4.277258959679858","2.3068271186312304","","","","","1.1689363806809192","0","","1","","0.0005490695312500001","","","","0.0005844118749999999","","0","0.6220943636104286","0.00025198129548325524","16","16","","0.0002713343136228737","0.0003338679644224442","0.00038282935669884765","","0.00029219977471656026","","1.7115279097069884","98.46153846153847","","0","","","8.411753128946941","","0","","","","","100","","","-0.11698359065734643","","0.00023816167134437338","","1.3909364214830489","","0.29007525811861257","0.9380863039399625","","","","1","100","0","0.00060469328125","","5.530759957508209","","","","","0.0006456068749999999","","","","","","3.803355927726974","","","","0","","","","","6.6438561897747395","","","","100"
"one-hundred-plants-texture (1)","142750","1599","65","100","0","64","","0.03681690869293309","","3.5530418447162666","1","","","","0.0026365434646654093","","","1.5384615384615385","","","0.04065040650406504","","11.292757899130006","8.900152680588947","","","","","6.342906477749098","0","","1.0006253908692933","","0.010456374452782984","","","","0.015445169480925575","","0","2.246979806926051","0.01599383999684008","16","15","","0.022659275414959663","0.03275762088663299","0.07377807416437569","","0.026961524921387446","","2.8558125829937655","98.46153846153847","","0","","","119.52655818605174","","0","","","","","100","","","0.9751113331392718","","0.010187092466848744","","3.1430156657780963","","0.9591721289897117","0.9380475594493116","","","","0.9380863039399625","100","0","0.01562502199616948","","16.024419065032323","","","","","0.020680413852407736","","","","","","15.691933328201879","","","","0","","","","","6.643827670050616","","","","100"
