Name,NumberOfNumericFeatures,PercentageOfNumericFeatures,MinMeansOfNumericAtts,MinStdDevOfNumericAtts,MinKurtosisOfNumericAtts,MinSkewnessOfNumericAtts,MeanMeansOfNumericAtts,MeanStdDevOfNumericAtts,MeanKurtosisOfNumericAtts,MeanSkewnessOfNumericAtts,MaxMeansOfNumericAtts,MaxStdDevOfNumericAtts,MaxKurtosisOfNumericAtts,MaxSkewnessOfNumericAtts,Quartile1MeansOfNumericAtts,Quartile2MeansOfNumericAtts,Quartile3MeansOfNumericAtts,Quartile1StdDevOfNumericAtts,Quartile2StdDevOfNumericAtts,Quartile3StdDevOfNumericAtts,Quartile1KurtosisOfNumericAtts,Quartile2KurtosisOfNumericAtts,Quartile3KurtosisOfNumericAtts,Quartile1SkewnessOfNumericAtts,Quartile2SkewnessOfNumericAtts,Quartile3SkewnessOfNumericAtts,NumberOfSymbolicFeatures,NumberOfBinaryFeatures,PercentageOfSymbolicFeatures,PercentageOfBinaryFeatures,MinAttributeEntropy,MeanAttributeEntropy,MaxAttributeEntropy,Quartile1AttributeEntropy,Quartile2AttributeEntropy,Quartile3AttributeEntropy,MinMutualInformation,MeanMutualInformation,MaxMutualInformation,Quartile1MutualInformation,Quartile2MutualInformation,Quartile3MutualInformation,EquivalentNumberOfAtts,MeanNoiseToSignalRatio,MinNominalAttDistinctValues,MeanNominalAttDistinctValues,MaxNominalAttDistinctValues,StdvNominalAttDistinctValues,NumberOfInstances,NumberOfFeatures,Dimensionality,NumberOfMissingValues,PercentageOfMissingValues,NumberOfInstancesWithMissingValues,PercentageOfInstancesWithMissingValues,NumberOfClasses,ClassEntropy,MinorityClassSize,MajorityClassSize,MinorityClassPercentage,MajorityClassPercentage
diabetes (1),8.0,88.88888888888891,0.4718763020833333,0.3313285950127748,-0.5200718661530077,-1.8436079833551309,44.98579117838542,25.7337429754516,2.775362395442404,0.5292461289375233,120.89453125,115.24400235133837,7.214259554348852,2.2722508584315686,8.017903645833334,32.61673177083334,77.1259765625,4.4982236271180085,13.856224554203179,28.818415439013357,0.2796097882539714,1.9668008946784568,5.491254286007905,-0.29439306721970576,0.5377137404718786,1.7223324750165232,1.0,1.0,11.111111111111107,11.111111111111107,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,768.0,9.0,0.01171875,0.0,0.0,0.0,0.0,2.0,0.9331343166407832,268.0,500.0,34.89583333333333,65.10416666666666
hill-valley (1),100.0,99.009900990099,8089.071014851485,17668.983863521797,8.821395553031168,2.9210287269728537,8174.051207590759,18000.312937840914,9.587345867784956,3.0046762883043834,8315.012442244224,18604.50732991915,11.469108762047654,3.168396078289076,8140.36787128713,8169.533242574258,8198.979294554456,17868.730202868283,17981.702160501838,18115.644855398627,9.215585495470773,9.46029375550224,9.907348386013412,2.969336139354732,2.997615979012143,3.0343913226514525,1.0,1.0,0.99009900990099,0.99009900990099,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,1212.0,101.0,0.08333333333333333,0.0,0.0,0.0,0.0,2.0,1.0,606.0,606.0,50.0,50.0
ozone-level-8hr (1),72.0,98.63013698630137,-10.511409688239935,0.24285789396290186,-0.9765331961089504,-1.3083589753871372,296.494606499841,7.570160866371553,1.4930547521290494,0.08595601481421307,10164.198441985003,77.41011008760529,77.65898710476209,7.37646091154844,1.8374475797158645,4.815862994080504,20.78420038506314,1.1660936206969923,6.228337109415218,7.0435929076003365,-0.260168431307105,0.2058839276126998,1.0593317075159523,-0.6536046299943934,0.0471494119269262,0.5116487297426875,1.0,1.0,1.3698630136986298,1.3698630136986298,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,2534.0,73.0,0.02880820836621941,0.0,0.0,0.0,0.0,2.0,0.3397904253160801,160.0,2374.0,6.3141278610891876,93.6858721389108
kc2 (1),21.0,95.45454545454544,0.18896551724137944,0.27560890469343136,1.99185469826576,1.0464801419245156,977.8936991424921,5875.72958794118,130.1084304346329,8.953093281768092,18542.991628352487,113271.21645142234,321.2559116074304,16.788705242312474,3.0486590038314123,9.735287356321844,47.31743295019163,6.512591752285927,21.942778727265353,116.69468060040823,43.9805869639595,139.5503968851246,199.21320016550885,5.476205868149483,10.083296475235246,12.276348915524736,1.0,1.0,4.545454545454546,4.545454545454546,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,522.0,22.0,0.0421455938697318,0.0,0.0,0.0,0.0,2.0,0.7317786193052257,107.0,415.0,20.49808429118774,79.50191570881226
eeg-eye-state (1),14.0,93.33333333333331,4009.767693591455,29.29260320177605,2056.5210594418404,-13.615160740498586,4316.882028546157,1767.2884824189532,8904.72190163755,71.73726620900297,4644.022379172229,5891.285042523658,14979.178735371072,122.38777688436315,4193.0792565086795,4271.6276034712955,4466.12820822263,37.98467230942155,627.1558153704192,3343.823788627256,2713.559836806661,9352.695219763142,14971.654606997874,22.475026893669664,84.61113200877784,122.34170603745709,1.0,1.0,6.666666666666668,6.666666666666668,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,14980.0,15.0,0.0010013351134846463,0.0,0.0,0.0,0.0,2.0,0.992422373387609,6723.0,8257.0,44.879839786381844,55.12016021361814
climate-model-simulation-crashes (1),20.0,95.23809523809523,0.4999131296296296,0.28881336863616464,-1.5027881040892246,-0.0008327136643549017,18.575018532685185,10.68834999351379,-1.2151730419773643,2.903068716388884e-05,270.5,156.02884348735012,-1.1986607611256723,0.0012744626927465664,0.4999884736111111,0.5000378435185185,0.5001074129629629,0.2888720329245821,0.2889571904508761,0.28905349227630434,-1.2003522090294787,-1.2000380490180411,-1.199550675223653,-0.0005153759173966273,-4.7404823976444385e-07,0.00022432368868179767,1.0,1.0,4.761904761904762,4.761904761904762,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,540.0,21.0,0.03888888888888889,0.0,0.0,0.0,0.0,2.0,0.4201910370851765,46.0,494.0,8.518518518518519,91.48148148148148
spambase (1),57.0,98.27586206896551,0.005444468593783957,0.07627427063724908,5.257394367988116,1.5916742687064245,6.150770191072137,15.193997694546747,241.17001865177312,11.186639096029253,283.28928493805716,606.3478507248471,1480.642050286291,31.062064279039635,0.06479352314714121,0.10285155400999912,0.2441306237774391,0.31695822185668954,0.4440553289821315,0.8437450862048406,50.655931063002996,127.37652934849571,299.0723734257733,5.8507230150661425,9.724847529978312,13.646188094980593,1.0,1.0,1.7241379310344829,1.7241379310344829,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,4601.0,58.0,0.012605955227124538,0.0,0.0,0.0,0.0,2.0,0.9673602371807668,1813.0,2788.0,39.404477287546186,60.59552271245382
kc1 (1),21.0,95.45454545454544,0.08673779042200101,0.17550652636316466,1.2413950208681674,1.1407658504141105,285.09691661586515,915.455014376506,31.85339193107304,4.203178136828403,5242.386239924155,17444.98121137856,103.07904520134113,8.789034149895826,1.7170222854433477,7.631673779042244,26.14189426268393,3.2305652323985976,7.863645549059787,41.92522717121333,12.284905644252186,22.422776708097334,36.53033082841476,2.8698116956699784,3.737101378557055,4.706421340727173,1.0,1.0,4.545454545454546,4.545454545454546,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,2109.0,22.0,0.010431484115694644,0.0,0.0,0.0,0.0,2.0,0.6211733422333798,326.0,1783.0,15.457562825983878,84.54243717401611
ilpd (1),9.0,81.81818181818183,0.9470639039451116,0.3184919594586744,-0.5600656409430136,-0.2856721864357383,60.1448710226796,82.43157657369557,30.04207633619092,3.2908126195510525,290.57632933104617,288.91852905173414,150.9198836440821,10.546177216912461,2.313979416809606,6.483190394511149,95.31217838764995,0.9404851449937466,6.209521726180145,212.7791726067732,-0.07743311078942616,11.352528764019535,43.871620582676755,-0.03653502062858911,3.212402862087732,5.728332961583487,2.0,2.0,18.181818181818183,18.181818181818183,0.8009231574877496,0.8009231574877496,0.8009231574877496,0.8009231574877496,0.8009231574877496,0.8009231574877496,0.00477057255121,0.00477057255121,0.00477057255121,0.00477057255121,0.00477057255121,0.00477057255121,181.1292917093559,166.8882668464197,2.0,2.0,2.0,0.0,583.0,11.0,0.018867924528301886,0.0,0.0,0.0,0.0,2.0,0.8640904272487622,167.0,416.0,28.64493996569468,71.35506003430531
pc1 (1),21.0,95.45454545454544,0.12941388638412984,0.1469519403318078,13.730107138742545,2.172210812602952,1500.9949675812618,8678.609588564534,116.04528058633095,8.008505554819505,28822.882380523,170643.60332778358,410.48838673995436,18.550221072780666,4.008746618575299,15.396266907123534,58.69765554553661,7.292111258862487,16.54067599865951,99.00596250867235,56.28845420032504,90.71651180753851,113.15687940288026,5.650796484562278,7.428331461257432,8.41665120804005,1.0,1.0,4.545454545454546,4.545454545454546,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,1109.0,22.0,0.019837691614066733,0.0,0.0,0.0,0.0,2.0,0.3638001053192342,77.0,1032.0,6.943192064923355,93.05680793507663
one-hundred-plants-shape (1),64.0,98.46153846153848,0.000540908125,0.00023816167134437335,-0.11698359065734645,0.29007525811861257,0.00060469328125,0.00029219977471656026,3.8033559277269737,1.3909364214830489,0.000736605625,0.00038282935669884765,8.411753128946941,2.3068271186312304,0.0005490695312500001,0.0005844118749999999,0.0006456068749999999,0.00025198129548325524,0.0002713343136228737,0.0003338679644224442,1.1689363806809192,4.277258959679858,5.5307599575082085,0.6220943636104286,1.7115279097069884,2.0143416144404758,1.0,0.0,1.5384615384615383,0.0,,,,,,,,,,,,,,,100.0,100.0,100.0,0.0,1600.0,65.0,0.040625,0.0,0.0,0.0,0.0,100.0,6.6438561897747395,16.0,16.0,1.0,1.0
one-hundred-plants-texture (1),64.0,98.46153846153848,0.002636543464665409,0.010187092466848744,0.9751113331392718,0.9591721289897116,0.01562502199616948,0.026961524921387446,15.69193332820188,3.1430156657780963,0.03681690869293309,0.07377807416437569,119.52655818605172,8.900152680588947,0.010456374452782984,0.015445169480925575,0.020680413852407736,0.015993839996840082,0.022659275414959663,0.03275762088663299,6.342906477749097,11.292757899130006,16.024419065032326,2.246979806926051,2.855812582993765,3.5530418447162666,1.0,0.0,1.5384615384615383,0.0,,,,,,,,,,,,,,,100.0,100.0,100.0,0.0,1599.0,65.0,0.04065040650406504,0.0,0.0,0.0,0.0,100.0,6.643827670050618,15.0,16.0,0.9380863039399624,1.0006253908692933
one-hundred-plants-margin (1),64.0,98.46153846153848,0.0001550274999999995,0.0014982408147409616,-0.16792636276857564,0.6879918937288566,0.015624954072265626,0.016837869171837255,10.54711252941818,2.2227721543045185,0.041258590624999966,0.05157053598823413,182.36839909470885,12.44911358319005,0.008621472343749994,0.0150664865625,0.020371971875,0.011013148278715516,0.015704424271559127,0.02127922754053706,1.2351503468394722,3.2723448709374185,8.328335392553285,1.1561920812267674,1.7601530954303022,2.7222833333195853,1.0,0.0,1.5384615384615383,0.0,,,,,,,,,,,,,,,100.0,100.0,100.0,0.0,1600.0,65.0,0.040625,0.0,0.0,0.0,0.0,100.0,6.6438561897747395,16.0,16.0,1.0,1.0
pc3 (1),37.0,97.36842105263158,0.12455534229046708,0.12943827711259495,-1.4822370260657114,-0.5895053004377939,1008.1458672684204,10334.503124329438,238.9540458598084,10.324325597699103,34072.822693538066,358165.93572730635,1039.3380068388667,30.488993517150178,1.441858605246321,7.637875879718496,22.676583493282138,2.058382602555485,15.92828052824081,43.85840094501,9.984214976465344,144.273194565914,407.2738207707061,2.6324202171107656,9.777471538769179,16.299723810564462,1.0,1.0,2.631578947368421,2.631578947368421,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,1563.0,38.0,0.02431222008957134,0.0,0.0,0.0,0.0,2.0,0.4764549714253225,160.0,1403.0,10.236724248240565,89.76327575175944
banknote-authentication (1),4.0,80.0,-1.1916565211370262,2.1010131367390668,-0.7515813814324717,-1.022243043654092,0.6405147434402338,3.7807131392201496,0.14479469144119225,-0.1192914188861707,1.9223531209912543,5.8690467435803795,1.2704759156366023,1.0885685435217796,-0.7853085765306121,0.9156811869533534,1.79117161989796,2.2864504991155923,3.5763963382805763,5.47929258026428,-0.6729889170841984,0.030142115780319226,1.0772308756274558,-0.8652081513981438,-0.27174558770618523,0.7790794824458168,1.0,1.0,20.0,20.0,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,1372.0,5.0,0.003644314868804665,0.0,0.0,0.0,0.0,2.0,0.9911281257467459,610.0,762.0,44.46064139941692,55.53935860058309
mozilla4 (1),5.0,83.33333333333334,0.5678996461884805,0.4953841184605772,-1.9250814918850945,-0.274164554996334,221598.56303634786,220055.54406718392,9.975480657517108,1.4714719487731638,676568.2015439087,585391.1495024165,53.5909501748385,5.892621234393996,217.29157285300727,2097.573560630681,552730.3292377014,455.867937353985,1151.8172588658424,549107.0836011729,-1.557876095763845,-0.7974463474031417,26.895300913258186,-0.1787991199473595,0.6756672049543457,3.5196453894030966,1.0,1.0,16.666666666666664,16.666666666666664,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,15545.0,6.0,0.0003859761981344484,0.0,0.0,0.0,0.0,2.0,0.9134838311406804,5108.0,10437.0,32.8594403345127,67.1405596654873
pc4 (1),37.0,97.36842105263158,0.07064471879286696,0.1198623702704126,-1.5109530299949825,-0.4639306888169806,583.4640334779226,1837.8290669668522,105.0871480075218,6.450282232943058,19505.519540466397,62600.255064694364,771.6332888137742,25.483851976424926,1.4681069958847743,6.997256515775034,19.708847736625515,2.0213566367723192,9.48740590701204,26.373775044950506,9.73606658084686,48.0499420976743,173.8806340260204,2.8161318073942256,5.710990952498308,9.488261932499196,1.0,1.0,2.631578947368421,2.631578947368421,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,1458.0,38.0,0.026063100137174208,0.0,0.0,0.0,0.0,2.0,0.5353247216329435,178.0,1280.0,12.208504801097392,87.79149519890261
monks-problems-3 (1),0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,7.0,3.0,100.0,42.857142857142854,0.9998495749784304,1.4589592735868129,1.9999151137035631,0.9999341897882912,1.5845494951908672,1.6886759542250682,3.1925875780000004e-05,0.10586367329048668,0.31810389936073,0.0002555595928825,0.002056169463995,0.31397880340006,9.435362670639023,12.781491121921238,2.0,2.7142857142857144,4.0,0.7559289460184545,554.0,7.0,0.01263537906137184,0.0,0.0,0.0,0.0,2.0,0.9988621511417832,266.0,288.0,48.014440433213,51.985559566787
electricity (1),7.0,77.7777777777778,0.003467033898305084,0.010213038212794926,-1.3181374046729744,-0.1658145257949275,0.34418203759016736,0.1604184803668048,1029.1705407841011,12.61811270257642,0.5005263909118922,0.34030772179030466,7047.774287853668,78.68700692524223,0.05786831013859451,0.4254178952595339,0.5,0.039990768954022086,0.15337339113662127,0.2947563828038936,-1.2010420764720149,-0.0865740098467982,158.5274187198276,-0.09773906854937364,0.1595328979048169,9.073261555361203,2.0,1.0,22.222222222222214,11.111111111111107,2.80735005663672,2.80735005663672,2.80735005663672,2.80735005663672,2.80735005663672,2.80735005663672,0.00250816956442,0.00250816956442,0.00250816956442,0.00250816956442,0.00250816956442,0.00250816956442,392.1223686617617,1118.2824027772233,2.0,4.5,7.0,3.5355339059327378,45312.0,9.0,0.00019862288135593224,0.0,0.0,0.0,0.0,2.0,0.9835093906057096,19237.0,26075.0,42.45453742937853,57.545462570621474
madelon (1),500.0,99.80039920159679,475.7761538461538,0.5957395278041628,-0.9638894528844496,-0.1191488199631622,488.0610338461538,24.75203966754696,0.08333149342441178,0.03294974368985296,517.7488461538462,133.64132156388843,0.5734776935095001,0.17175350207412882,480.0515384615385,485.00653846153847,494.3944230769232,11.664692277109099,23.36274467507584,35.62071585589329,0.02581330149694749,0.09616220991881574,0.18066052758865608,-0.0028560986952541625,0.033266109127179554,0.07116066518483971,1.0,1.0,0.1996007984031936,0.1996007984031936,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,2600.0,501.0,0.1926923076923077,0.0,0.0,0.0,0.0,2.0,1.0,1300.0,1300.0,50.0,50.0
scene (1),294.0,98.0,0.026224997922725386,0.06708000792507711,-0.7521005818232922,-0.8463499038096534,0.30826851410285755,0.18116487987169,8.186184057580444,1.6899456006274212,0.7217173041130037,0.2604767133791669,76.67571921516705,7.314409408799282,0.1250903151225592,0.26632103676776075,0.5101368164727877,0.1608566244924131,0.19217007554179585,0.2104172013823136,0.2597744748613864,2.388799641715325,6.957725594186666,0.050183882736315216,1.342290193459438,2.4544702342257594,6.0,6.0,2.0,2.0,0.6128988699666826,0.6751729963437599,0.762783615671025,0.6294431415195098,0.6743543980189282,0.7213121503304258,0.024530665560770003,0.046978981782874,0.06866591760556999,0.03364344680921,0.047106131041910006,0.06025094212702,14.432384039473426,13.371809918406779,2.0,2.0,2.0,0.0,2407.0,300.0,0.12463647694225174,0.0,0.0,0.0,0.0,2.0,0.6780187068738636,431.0,1976.0,17.90610718737017,82.09389281262982
musk (1),167.0,98.23529411764706,-265.69096695968375,13.975250306712134,-1.6228664799260628,-1.4357544478344209,-46.007437449099186,85.95481143331763,1.711976546438137,0.477677611577284,201.76023037283963,131.32670957842402,51.136196401145604,6.318252943829838,-87.32756138223738,-54.406107911488704,-3.1210594119426007,69.41717294179007,85.43183571086072,101.73690375106806,-1.0396747086928242,-0.5131654500552867,1.111287679291602,-0.20425951283081345,0.09630208804437997,0.65976316520665,3.0,1.0,1.7647058823529411,0.5882352941176471,4.583687166691657,4.583687166691657,4.583687166691657,4.583687166691657,4.583687166691657,4.583687166691657,0.62009855901309,0.62009855901309,0.62009855901309,0.62009855901309,0.62009855901309,0.62009855901309,0.9999999999999968,6.3918687603254005,2.0,52.0,102.0,70.71067811865477,6598.0,170.0,0.02576538344953016,0.0,0.0,0.0,0.0,2.0,0.6200985590130881,1017.0,5581.0,15.413761745983633,84.58623825401637
gina_agnostic (1),970.0,99.89701338825951,0.9319492502883504,12.220429305913914,-1.8271452404955504,-0.24460563300866744,53.99496159288458,77.24975255804337,18.648491904927248,2.934278027047625,140.3959054209919,114.02526576465395,283.85704389098333,16.11757057203497,11.606040945790069,46.794982698962,93.50454152249122,46.44028901938963,88.14108747652584,108.60678169158597,-1.5314782908367888,0.7989932681223733,17.187038654322492,0.5222128986056489,1.5901640792497929,4.2457595824169525,1.0,1.0,0.10298661174047373,0.10298661174047373,,,,,,,,,,,,,,,2.0,2.0,2.0,0.0,3468.0,971.0,0.2799884659746251,0.0,0.0,0.0,0.0,2.0,0.9997982272095376,1705.0,1763.0,49.163783160322964,50.83621683967705
letter (1),16.0,94.11764705882351,3.046099999999995,1.546722436319954,-0.4211788221168451,-0.31007906987268463,5.9254656249999975,2.273771145446362,0.6977379005298701,0.29029703410184804,8.338849999999995,3.304555303560268,2.075245046157538,1.1599750154235924,4.174812499999999,5.9132250000000015,7.726012499999999,2.0174388128267267,2.2933721022270195,2.547423135491912,0.3091324958538607,0.8853044390128566,1.1728389823381402,-0.13733042812365298,0.2543345879398813,0.653378002627639,1.0,0.0,5.882352941176469,0.0,,,,,,,,,,,,,,,26.0,26.0,26.0,0.0,20000.0,17.0,0.00085,0.0,0.0,0.0,0.0,26.0,4.69981072657316,734.0,813.0,3.67,4.065
