Id,Name,Runs,NumberOfInstances,NumberOfFeatures,NumberOfClasses,NumberOfMissingValues,NumberOfNumericFeatures,CfsSubsetEval_NaiveBayesErrRate,MaxMeansOfNumericAtts,NaiveBayesErrRate,Quartile3SkewnessOfNumericAtts,NumberOfSymbolicFeatures,MinAttributeEntropy,RandomTreeDepth2AUC,Quartile1MutualInformation,MinMeansOfNumericAtts,MaxMutualInformation,RandomTreeDepth3Kappa,PercentageOfSymbolicFeatures,REPTreeDepth2AUC,J48.001.ErrRate,Dimensionality,Quartile3MutualInformation,Quartile2KurtosisOfNumericAtts,MaxSkewnessOfNumericAtts,CfsSubsetEval_DecisionStumpKappa,J48.0001.ErrRate,J48.00001.Kappa,RandomTreeDepth2ErrRate,Quartile1KurtosisOfNumericAtts,PercentageOfBinaryFeatures,Quartile1AttributeEntropy,MajorityClassPercentage,REPTreeDepth2ErrRate,Quartile1MeansOfNumericAtts,MaxAttributeEntropy,MinMutualInformation,CfsSubsetEval_NaiveBayesKappa,Quartile2MeansOfNumericAtts,Quartile2AttributeEntropy,StdvNominalAttDistinctValues,Quartile1SkewnessOfNumericAtts,Quartile1StdDevOfNumericAtts,MajorityClassSize,MinorityClassSize,EquivalentNumberOfAtts,Quartile2StdDevOfNumericAtts,Quartile3StdDevOfNumericAtts,MaxStdDevOfNumericAtts,RandomTreeDepth2Kappa,MeanStdDevOfNumericAtts,RandomTreeDepth3ErrRate,Quartile2SkewnessOfNumericAtts,PercentageOfNumericFeatures,MeanNoiseToSignalRatio,NumberOfBinaryFeatures,REPTreeDepth1AUC,REPTreeDepth1ErrRate,MaxKurtosisOfNumericAtts,REPTreeDepth2Kappa,NumberOfInstancesWithMissingValues,NaiveBayesKappa,CfsSubsetEval_NaiveBayesAUC,Quartile3AttributeEntropy,REPTreeDepth3Kappa,MinNominalAttDistinctValues,kNN1NAUC,J48.001.Kappa,MinKurtosisOfNumericAtts,DecisionStumpErrRate,MinStdDevOfNumericAtts,MeanAttributeEntropy,MeanSkewnessOfNumericAtts,DecisionStumpAUC,MinSkewnessOfNumericAtts,AutoCorrelation,J48.00001.AUC,REPTreeDepth1Kappa,RandomTreeDepth3AUC,MinorityClassPercentage,MaxNominalAttDistinctValues,PercentageOfInstancesWithMissingValues,MeanMeansOfNumericAtts,REPTreeDepth3AUC,Quartile3KurtosisOfNumericAtts,J48.0001.Kappa,CfsSubsetEval_DecisionStumpErrRate,J48.00001.ErrRate,RandomTreeDepth1Kappa,Quartile3MeansOfNumericAtts,RandomTreeDepth1AUC,CfsSubsetEval_kNN1NErrRate,DecisionStumpKappa,kNN1NErrRate,kNN1NKappa,MeanKurtosisOfNumericAtts,J48.001.AUC,CfsSubsetEval_kNN1NAUC,NaiveBayesAUC,PercentageOfMissingValues,MeanMutualInformation,Quartile2MutualInformation,CfsSubsetEval_DecisionStumpAUC,RandomTreeDepth1ErrRate,ClassEntropy,CfsSubsetEval_kNN1NKappa,REPTreeDepth3ErrRate,J48.0001.AUC,MeanNominalAttDistinctValues
37,diabetes (1),198483,768.0,9.0,2.0,0.0,8.0,0.26953125,120.89453125,0.24088541666666666,1.7223324750165232,1.0,,0.6644477611940298,,0.4718763020833333,,0.32719605630456744,11.111111111111109,0.7629141791044775,,0.01171875,,1.9668008946784572,2.2722508584315686,0.3816473224009708,,,0.3072916666666667,0.2796097882539714,11.111111111111109,,65.10416666666666,0.2825520833333333,8.017903645833334,,,0.3816473224009708,32.61673177083334,,0.0,-0.29439306721970576,4.4982236271180085,500.0,268.0,,13.856224554203179,28.818415439013357,115.24400235133837,0.32719605630456744,25.7337429754516,0.3072916666666667,0.5377137404718786,88.8888888888889,,1.0,0.7629141791044775,0.2825520833333333,7.214259554348852,0.3517752123720321,0.0,0.4581235697940504,0.7186641791044776,,0.3517752123720321,2.0,0.6434029850746269,,-0.5200718661530077,0.2721354166666667,0.3313285950127748,,0.5292461289375233,0.7111194029850746,-1.8436079833551309,0.5501955671447197,,0.3517752123720321,0.6644477611940298,34.89583333333333,2.0,0.0,44.98579117838542,0.7629141791044775,5.491254286007905,,0.26953125,,0.32719605630456744,77.1259765625,0.6644477611940298,0.26953125,0.3910589092233453,0.3098958333333333,0.2960315504067045,2.775362395442404,,0.7186641791044776,0.8082686567164178,0.0,,,0.7186641791044776,0.3072916666666667,0.9331343166407832,0.3816473224009708,0.2825520833333333,,2.0
1479,hill-valley (1),182940,1212.0,101.0,2.0,0.0,100.0,0.5,8315.012442244224,0.48597359735973605,3.0343913226514525,1.0,,0.5396039603960396,,8089.071014851485,,0.07920792079207928,0.99009900990099,0.5291161541896764,,0.08333333333333333,,9.46029375550224,3.168396078289076,0.0,,,0.4603960396039604,9.215585495470773,0.99009900990099,,50.0,0.471947194719472,8140.36787128713,,,0.0,8169.533242574258,,0.0,2.969336139354732,17868.730202868283,606.0,606.0,,17981.702160501838,18115.644855398627,18604.50732991915,0.07920792079207928,18000.312937840914,0.4603960396039604,2.997615979012143,99.009900990099,,1.0,0.5291161541896764,0.471947194719472,11.469108762047654,0.056105610561056014,0.0,0.028052805280528004,0.5,,0.056105610561056014,2.0,0.5478547854785478,,8.821395553031168,0.4925742574257426,17668.983863521797,,3.0046762883043834,0.5118738358984414,2.9210287269728537,0.509496284062758,,0.056105610561056014,0.5396039603960396,50.0,2.0,0.0,8174.051207590759,0.5291161541896764,9.907348386013412,,0.5,,0.07920792079207928,8198.979294554456,0.5396039603960396,0.5,0.014851485148514863,0.4521452145214521,0.09570957095709563,9.587345867784956,,0.5,0.5140686098312802,0.0,,,0.5,0.4603960396039604,1.0,0.0,0.471947194719472,,2.0
1487,ozone-level-8hr (1),182245,2534.0,73.0,2.0,0.0,72.0,,10164.198441985003,,0.5116487297426875,1.0,,,,-10.511409688239935,,,1.3698630136986298,,,0.02880820836621941,,0.2058839276126998,7.37646091154844,,,,,-0.260168431307105,1.3698630136986298,,93.6858721389108,,1.8374475797158645,,,,4.815862994080504,,0.0,-0.6536046299943934,1.1660936206969923,2374.0,160.0,,6.228337109415218,7.0435929076003365,77.41011008760529,,7.570160866371553,,0.0471494119269262,98.63013698630137,,1.0,,,77.65898710476209,,0.0,,,,,2.0,,,-0.9765331961089504,,0.24285789396290186,,0.08595601481421307,,-1.3083589753871372,0.915515199368338,,,,6.314127861089188,2.0,0.0,296.494606499841,,1.0593317075159523,,,,,20.78420038506314,,,,,,1.4930547521290494,,,,0.0,,,,,0.3397904253160801,,,,2.0
1063,kc2 (1),172961,522.0,22.0,2.0,0.0,21.0,,18542.991628352487,,12.276348915524734,1.0,,,,0.18896551724137944,,,4.545454545454546,,,0.0421455938697318,,139.5503968851246,16.788705242312474,,,,,43.9805869639595,4.545454545454546,,79.50191570881226,,3.0486590038314123,,,,9.735287356321844,,0.0,5.476205868149483,6.5125917522859265,415.0,107.0,,21.942778727265353,116.69468060040823,113271.21645142234,,5875.729587941181,,10.083296475235246,95.45454545454544,,1.0,,,321.2559116074304,,0.0,,,,,2.0,,,1.99185469826576,,0.27560890469343136,,8.953093281768092,,1.0464801419245156,0.9942418426103646,,,,20.49808429118774,2.0,0.0,977.8936991424921,,199.21320016550885,,,,,47.31743295019163,,,,,,130.1084304346329,,,,0.0,,,,,0.7317786193052257,,,,2.0
1471,eeg-eye-state (1),164913,14980.0,15.0,2.0,0.0,14.0,,4644.022379172229,,122.34170603745709,1.0,,,,4009.767693591455,,,6.666666666666668,,,0.0010013351134846463,,9352.695219763142,122.38777688436315,,,,,2713.559836806661,6.666666666666668,,55.12016021361814,,4193.0792565086795,,,,4271.6276034712955,,0.0,22.475026893669664,37.98467230942155,8257.0,6723.0,,627.1558153704192,3343.823788627256,5891.285042523658,,1767.2884824189532,,84.61113200877784,93.33333333333331,,1.0,,,14979.178735371072,,0.0,,,,,2.0,,,2056.5210594418404,,29.29260320177605,,71.73726620900297,,-13.615160740498586,0.9984645169904534,,,,44.879839786381844,2.0,0.0,4316.882028546157,,14971.654606997874,,,,,4466.12820822263,,,,,,8904.72190163755,,,,0.0,,,,,0.992422373387609,,,,2.0
1467,climate-model-simulation-crashes (1),162117,540.0,21.0,2.0,0.0,20.0,0.12407407407407407,270.5,0.11296296296296295,0.00022432368868179767,1.0,,0.7119785249075867,,0.4999131296296296,,0.015584786960251526,4.761904761904762,0.5,,0.03888888888888889,,-1.2000380490180411,0.0012744626927465664,0.0,,,0.08518518518518517,-1.2003522090294787,4.761904761904762,,91.48148148148148,0.08518518518518517,0.4999884736111111,,,0.19599999999999984,0.5000378435185185,,0.0,-0.0005153759173966273,0.2888720329245821,494.0,46.0,,0.2889571904508761,0.28905349227630434,156.02884348735012,0.0,10.68834999351379,0.09444444444444444,-4.7404823976444385e-07,95.23809523809523,,1.0,0.5,0.08518518518518517,-1.1986607611256723,0.0,0.0,0.2960335100017101,0.7977248723816229,,0.0,2.0,0.5168984333744059,,-1.5027881040892246,0.08518518518518517,0.28881336863616464,,2.903068716388884e-05,0.7504180602006689,-0.0008327136643549017,0.8385899814471243,,0.0,0.7518482661503256,8.518518518518519,2.0,0.0,18.575018532685185,0.5,-1.199550675223653,,0.08518518518518517,,0.0,0.5001074129629629,0.6632855131138884,0.12777777777777774,0.0,0.14444444444444446,0.035184167124793705,-1.2151730419773643,,0.6291806020066889,0.8509945432142227,0.0,,,0.7504180602006689,0.08518518518518517,0.4201910370851765,0.21867136386512345,0.08518518518518517,,2.0
44,spambase (1),156278,4601.0,58.0,2.0,0.0,57.0,,283.28928493805716,,13.646188094980593,1.0,,,,0.005444468593783957,,,1.7241379310344829,,,0.012605955227124538,,127.37652934849571,31.062064279039635,,,,,50.655931063002996,1.7241379310344829,,60.59552271245382,,0.06479352314714121,,,,0.10285155400999912,,0.0,5.850723015066143,0.31695822185668954,2788.0,1813.0,,0.4440553289821315,0.8437450862048406,606.3478507248471,,15.193997694546747,,9.724847529978312,98.27586206896551,,1.0,,,1480.642050286291,,0.0,,,,,2.0,,,5.257394367988116,,0.07627427063724908,,11.186639096029253,,1.5916742687064245,0.9997826086956522,,,,39.404477287546186,2.0,0.0,6.150770191072138,,299.0723734257733,,,,,0.2441306237774391,,,,,,241.17001865177312,,,,0.0,,,,,0.9673602371807668,,,,2.0
1067,kc1 (1),154519,2109.0,22.0,2.0,0.0,21.0,0.15647226173541964,5242.386239924155,0.17449027975343764,4.706421340727173,1.0,,0.6404083900780722,,0.08673779042200101,,0.3113191316041728,4.545454545454546,0.7649357084117553,,0.010431484115694644,,22.422776708097334,8.789034149895826,0.2604340674054145,,,0.1763869132290185,12.284905644252186,4.545454545454546,,84.54243717401611,0.14414414414414414,1.7170222854433477,,,0.2604340674054145,7.631673779042244,,0.0,2.8698116956699784,3.2305652323985976,1783.0,326.0,,7.863645549059787,41.92522717121333,17444.98121137856,0.3113191316041728,915.455014376506,0.1763869132290185,3.737101378557055,95.45454545454544,,1.0,0.7649357084117553,0.14414414414414414,103.07904520134113,0.18493789806892894,0.0,0.3008403119099438,0.7072599430889553,,0.18493789806892894,2.0,0.7470447488121043,,1.2413950208681674,0.15457562825983878,0.17550652636316466,,4.203178136828403,0.7123747114018215,1.1407658504141105,0.9990512333965844,,0.18493789806892894,0.6404083900780722,15.457562825983878,2.0,0.0,285.09691661586515,0.7649357084117553,36.53033082841476,,0.15647226173541964,,0.3113191316041728,26.14189426268393,0.6404083900780722,0.15647226173541964,0.0,0.1512565196775723,0.3504547881404616,31.85339193107304,,0.7072599430889553,0.7895503283577173,0.0,,,0.7072599430889553,0.1763869132290185,0.6211733422333798,0.2604340674054145,0.14414414414414414,,2.0
1480,ilpd (1),152849,583.0,11.0,2.0,0.0,9.0,0.3259005145797599,290.57632933104617,0.4356775300171527,5.728332961583486,2.0,0.8009231574877496,0.5996372639336711,0.00477057255121,0.9470639039451116,0.00477057255121,0.20515708358032012,18.181818181818183,0.6079715568862275,,0.018867924528301886,0.00477057255121,11.352528764019535,10.546177216912461,0.14779196799507618,,,0.3156089193825043,-0.07743311078942616,18.181818181818183,0.8009231574877496,71.35506003430531,0.3036020583190395,2.313979416809606,0.8009231574877496,0.00477057255121,0.14779196799507618,6.483190394511149,0.8009231574877496,0.0,-0.03653502062858911,0.9404851449937466,416.0,167.0,181.1292917093559,6.209521726180145,212.7791726067732,288.91852905173414,0.20515708358032012,82.43157657369557,0.3156089193825043,3.212402862087732,81.81818181818183,166.8882668464197,2.0,0.6079715568862275,0.3036020583190395,150.9198836440821,0.034000168503038,0.0,0.24145314468952656,0.6042722247812068,0.8009231574877496,0.034000168503038,2.0,0.5985720865960387,,-0.5600656409430136,0.2864493996569468,0.3184919594586744,0.8009231574877496,3.2908126195510525,0.6296637494242284,-0.2856721864357383,0.6134020618556701,,0.034000168503038,0.5996372639336711,28.64493996569468,2.0,0.0,60.144871022679595,0.6079715568862275,43.871620582676755,,0.3259005145797599,,0.20515708358032012,95.31217838764995,0.5996372639336711,0.3259005145797599,0.0,0.3687821612349914,0.17342046780926254,30.04207633619092,,0.6042722247812068,0.7150087195315136,0.0,0.00477057255121,0.00477057255121,0.6042722247812068,0.3156089193825043,0.8640904272487622,0.14779196799507618,0.3036020583190395,,2.0
1068,pc1 (1),145932,1109.0,22.0,2.0,0.0,21.0,,28822.882380523,,8.41665120804005,1.0,,,,0.12941388638412984,,,4.545454545454546,,,0.01983769161406673,,90.7165118075385,18.550221072780666,,,,,56.28845420032504,4.545454545454546,,93.05680793507663,,4.008746618575299,,,,15.396266907123534,,0.0,5.650796484562278,7.292111258862488,1032.0,77.0,,16.54067599865951,99.00596250867235,170643.60332778358,,8678.609588564534,,7.428331461257432,95.45454545454544,,1.0,,,410.48838673995436,,0.0,,,,,2.0,,,13.730107138742545,,0.1469519403318078,,8.008505554819505,,2.172210812602952,0.9981949458483754,,,,6.943192064923355,2.0,0.0,1500.9949675812618,,113.15687940288026,,,,,58.69765554553661,,,,,,116.04528058633095,,,,0.0,,,,,0.3638001053192342,,,,2.0
